,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Canadian Jen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peach Blossom Spring,"Fu, Melissa*",0316286737,9780316286732,0316286737,400        pp,4.19,"16,810","Mar 15, 2022","Mar 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love multi-generational stories that take place in countries with different cultures and bring a history I have little knowledge of.Peach blossoms sI love multi-generational stories that take place in countries with different cultures and bring a history I have little knowledge of.Peach blossoms signify spring…a time of rebirth, healing. 1938. Japan has invaded China in WW2. Civilians are trying to escape the bombing. On foot, train, boats. Meilen must do everything she can to protect her son, Renshu. The Only male heir to the family. Through the journey to find safety, Meilen has also brought a most treasured gift. A scroll. This valuable item has parables imbedded in it and serves to keep the Chinese tradition alive and told through their journey to safety. But even as Renshu makes his way in America to start a family of his own, the buried past still haunts him and much is kept silent to both his wife and daughter until the day comes when he remembers.This is about survival, the bonds of family, the pain of separation, and the hope for the future. Depth of characters.As a mother, this one is a heart twister.The writing was mesmerizing and descriptive. An amazing and enlightening debut.4.25⭐️...more",Notes are private!,0,142,1,Apr 2022,"Apr 07, 2022","Apr 01, 2022",,Hardcover,view (with text),/book/show/58231775-peach-blossom-spring
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath Cruel Waters,"Bassoff, Jon*",1799938905,9781799938903,B09N1Q4FTJ,256        pp,3.80,907,"Jun 09, 2022","Jun 09, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m venturing away from thrillers as they don’t seem to reach the threshold on my meter.Holt has returned to his hometown for his mother’s funeral. ShI’m venturing away from thrillers as they don’t seem to reach the threshold on my meter.Holt has returned to his hometown for his mother’s funeral. She committed suicide. A broken relationship. But here he unravels the truth and finds answers to questions he never asked.A haunting story but won’t be one that stays with me. More mystery than thriller. It was fast paced and did keep my interest, but alas, I think the time has come for the genre and I to part ways. 3⭐️...more",Notes are private!,0,93,1,Sep 2022,"Sep 03, 2022","Mar 30, 2022",,Kindle Edition,view (with text),/book/show/60119179-beneath-cruel-waters
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory of Old Jack,"Berry, Wendell",1582430438,9781582430430,1582430438,170        pp,4.34,"3,461","Feb 01, 1974","Oct 08, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Paperback,view,/book/show/227274.The_Memory_of_Old_Jack
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sharp Edge of Mercy,"Mayo, Connie Hertzberg*",1942762874,9781942762874,1942762879,290        pp,4.16,67,"May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2022",,Paperback,view,/book/show/59358991-the-sharp-edge-of-mercy
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Passion,"Runcie, James*",,,1635570670,272        pp,3.89,998,"Mar 15, 2022","Mar 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a powerful read IF you are in the right frame of mind AND you don’t mind a story that drags in places. Its the early 18th century. Stefan, a 1This is a powerful read IF you are in the right frame of mind AND you don’t mind a story that drags in places. Its the early 18th century. Stefan, a 13 year old boy, has lost his mother. He has been sent to school in Leipzig by his father. His shocking red hair has made him fair game to bullying. the cantor of the school, Johann Sebastian Bach, takes notice of his talent as a soloist and invites Stefan to stay with him and his family and tutor him.Music for this clan and community is such a balm for the heart and soul. For the joyous periods as well as the the darker and grievous ones.It is a beautifully written but I just found it to move too slowly at times which was the natural rhythm of it. Could be my Covid brain right now but this just wasn’t The Great Passion for me. I was intrigued enough to take it to the end but relieved when it was over. I think I would have been more excited for a flogging rather than the slogging.3.5⭐️ ...more",Notes are private!,0,93,1,"Apr 19, 2022","Apr 22, 2022","Mar 10, 2022",,Hardcover,view (with text),/book/show/57693250-the-great-passion
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters of Night and Fog,"Robuck, Erika*",0593102169,9780593102169,0593102169,480        pp,4.27,"3,989","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2022",,Paperback,view,/book/show/58265205-sisters-of-night-and-fog
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Will Die in a Foreign Land,"Pickhart, Kalani",195338708X,9781953387080,195338708X,300        pp,4.08,"2,494","Oct 19, 2021","Nov 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m inhaling reads of Ukraine. They add more historical context and credibility to these incredibly resilient people with their determination and releI’m inhaling reads of Ukraine. They add more historical context and credibility to these incredibly resilient people with their determination and relentlessness to secure the freedom they have come to value. Democracy. Did you know “Ukraine” means country? This is a razor sharp story of what transpired during the 2014 revolution. It follows 4 people during this volatile time. A doctor, a former KBG agent, an engineer & an activist. Their survival and the relationships that develop and how they become entwined. Characters authentically broken but finding redemption.The writing. OMG. A Stunning debut. Such a contrast to the violence.This was a heavy read but a beautifully poetic one. This war - comes at a high cost -for what is rightfully theirs for the short time they have had it. Russia -Putin- wrestling to break these people and to reclaim land that once was theirs.And the world watches. 5⭐️...more",Notes are private!,0,151,1,"May 08, 2022","May 10, 2022","Feb 27, 2022",,Hardcover,view (with text),/book/show/57064835-i-will-die-in-a-foreign-land
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Other Birds,"Allen, Sarah Addison*",1250019869,9781250019868,1250019869,290        pp,4.03,"61,342","Aug 30, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 24, 2022",,Hardcover,view,/book/show/59807954-other-birds
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Oceanography of the Moon,"Vanderah, Glendy",1542026504,9781542026505,1542026504,333        pp,4.10,"9,220","Mar 22, 2022","Mar 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2022",,Paperback,view,/book/show/58957676-the-oceanography-of-the-moon
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On a Night of a Thousand Stars,"Clark, Andrea Yaryura*",1538720299,9781538720295,1538720299,352        pp,3.94,"3,960","Mar 01, 2022","Mar 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m always a sucker for a South American story and a good cover.Buenos Aires, Argentina, 1998.Paloma is determined to find out about her father’s lifeI’m always a sucker for a South American story and a good cover.Buenos Aires, Argentina, 1998.Paloma is determined to find out about her father’s life and his role during the Dirty War in the 70’s. The story flips from her current life to what she discovers of his earlier one. What she uncovers tells of brutal events that took place during the upheaval and the years leading up to the military dictatorship in 1976. The dark and silenced history of the disappearance of many who were thought to be a threat. Students, artists, unionists, intellectuals - anyone who could have a thought that contradicted the paramilitary. Illegal adoption rings from women who had disappeared. A love story interwoven.There is so much brutal history in this continent that is incongruent with the beauty of this lush land.A fascinating yet harsh reality of a past dark history that generations will feel for decades.4.25⭐️This is a debut - I found the beginning a little too much telling but it did improve as the story went on....more",Notes are private!,0,121,1,"Apr 23, 2022","Apr 26, 2022","Feb 13, 2022",,Hardcover,view (with text),/book/show/58340947-on-a-night-of-a-thousand-stars
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Must Betray You,"Sepetys, Ruta*",198483603X,9781984836038,198483603X,321        pp,4.41,"68,929","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At last, I’ve been baptized into Sepetys’ world. My first.Romania. 1989. A dictatorship under the communist cloud. Where people are expected to spy onAt last, I’ve been baptized into Sepetys’ world. My first.Romania. 1989. A dictatorship under the communist cloud. Where people are expected to spy on each other. Throw them under the bus in order to secure contraband or empty promises. Trust no one. What a horrifying world to grow up in and live in. Whisper truths but be fearful and mindful of someone listening.17 year old Cristian has been told he has to become an informant. He has no choice. It’s to save his Buno. The guilt consumes him.This was a stunner of a read. An eye opener as I didn’t really know the history of Romania. The suffering they endured. The bravery which they fought back. Democracy is life. And those that threaten it, need to be brought to justice. 4.25⭐️I have to admit the lines were blurring for me. Between watching the news of Ukraine and this story, worried of what will become of Ukraine if the Russians have their way, is one communist mind fuck. Freedom is worth fighting for....more",Notes are private!,2,156,1,"Feb 26, 2022","Feb 28, 2022","Jan 31, 2022",,Hardcover,view (with text),/book/show/56970272-i-must-betray-you
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Green Valley,"Sullivan, Mark T.*",1503955370,9781503955370,B07CGCTSNW,423        pp,4.49,"58,014","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Kindle Edition,view,/book/show/55961582-the-last-green-valley
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unknown Beloved,"Harmon, Amy*",1542033837,9781542033831,1542033837,413        pp,4.34,"15,955","Apr 19, 2022","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 29, 2022",,Paperback,view,/book/show/58910797-the-unknown-beloved
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Next Ship Home,"Webb, Heather*",1728243149,9781728243146,1728243149,421        pp,4.17,"7,703","Feb 08, 2022","Feb 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"America. The land of opportunity. For some, at a high cost. This was a timely read given the migration of masses out of countries that are riddled witAmerica. The land of opportunity. For some, at a high cost. This was a timely read given the migration of masses out of countries that are riddled with war.Yet, not all those who migrated left because of wars. Some left because of discrimination, abuse, financial crisis. Hoping to secure a life to make a home.This was a history I was unfamiliar with that took place on Ellis island back at the turn of the centur. Ships arriving from Europe and docking while immigrants waited to be processed. A holding island. Corruption, extortion and abuse.For Alma, landing a job there wasn’t ideal but she became more passionate about it as she learned different languages, the suffering of these people, and helped secure a job for an Italian woman, Francesca, after she lost her sister travelling from Sicily and risked being deported.A story of friendship, love, truth and the harsh reality many immigrants face when they arrive. But this story also delved into the class divisions, the cultural separations, the spark of both the labour movement and of women’s rights. 4⭐️...more",Notes are private!,0,104,1,"Mar 20, 2022","Mar 26, 2022","Jan 24, 2022",,Paperback,view (with text),/book/show/55813959-the-next-ship-home
