,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,tonia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mourn Not Your Dead        (Duncan Kincaid & Gemma James, #4)","Crombie, Deborah*",0060789573,9780060789572,0060789573,310        pp,4.05,"8,701",1996,"Oct 25, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 02, 2020","Apr 02, 2020",,Mass Market Paperback,view,/book/show/211144.Mourn_Not_Your_Dead
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Cities,"Calvino, Italo",0156453800,9780156453806,0156453800,165        pp,4.12,"83,832","Nov 03, 1972",1974,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not the kind of book you complete, it's the kind of book you surrender to. Imagine an imaginary conversation between Kublai Kahn and Marco PolThis is not the kind of book you complete, it's the kind of book you surrender to. Imagine an imaginary conversation between Kublai Kahn and Marco Polo in which Polo describes all the cities he has seen and visited - or hasn't visited, maybe just imagined - and all the ways his imagination imagines those cities (or not-cities) and then imagine he's talking about the cities we create in our minds or maybe the way we bring ourselves to the actual cities we visit and make them into cities of our imaginations...Now you have an idea of what this book is like. It's hypnotic and lyrical and creative and puzzling and one that keeps traveling around the corners of my mind....more",Notes are private!,0,0,1,not set,"Mar 28, 2020","Mar 28, 2020",,Paperback,view (with text),/book/show/9809.Invisible_Cities
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Epitaph,"Russell, Mary Doria*",,,B00KVHX5U4,597        pp,4.13,"6,033","Mar 03, 2015","Mar 03, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 21, 2020","Mar 21, 2020",,Kindle Edition,view,/book/show/18739541-epitaph
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drive Your Plow Over the Bones of the Dead,"Tokarczuk, Olga",0525541330,9780525541332,0525541330,274        pp,3.96,"100,282","Nov 25, 2009","Aug 13, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this little murder mystery and its grouchy, complicated, astrology and animal loving protagonist.",Notes are private!,0,0,1,not set,"Aug 13, 2020","Mar 18, 2020",,Hardcover,view (with text),/book/show/42983724-drive-your-plow-over-the-bones-of-the-dead
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of the Lark,"Cather, Willa",0395345308,9780395345306,0395345308,417        pp,3.89,"10,686",1915,"May 10, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2020",,Paperback,view,/book/show/48214.The_Song_of_the_Lark
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Pioneers!,"Cather, Willa",0679743626,9780679743620,0679743626,159        pp,3.89,"53,766",1913,1992,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's really hard for me to give a Cather book only 3 stars. I love the clean breeze of her prose, her strong women characters, the prairie landscape, It's really hard for me to give a Cather book only 3 stars. I love the clean breeze of her prose, her strong women characters, the prairie landscape, the grit of the farmers, the quiet romances, all of it. I loved all those things in this book too. The one jarring note is a section in the ending, which is pretty hard to swallow. I kept waiting for Cather to pull it together, but she didn't. The book is still a beautiful read, but I would love to sit down with Cather and hear what she was thinking when she wrote that last part. ...more",Notes are private!,0,1,1,not set,"Mar 14, 2020","Mar 14, 2020",,Paperback,view (with text),/book/show/140963.O_Pioneers_
657,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",0143135694,9780143135692,0143135694,304        pp,4.27,"685,342","Jun 01, 1982","Dec 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 12, 2020","Mar 12, 2020",,Paperback,view,/book/show/52892857-the-color-purple
658,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Digital Minimalism: Choosing a Focused Life in a Noisy World,"Newport, Cal",052553654X,,B07DBRBP7G,302        pp,4.06,"78,829",2019,"Feb 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 12, 2020","Mar 12, 2020",,Kindle Edition,view,/book/show/40672036-digital-minimalism
659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holy Envy: Finding God in the Faith of Others,"Taylor, Barbara Brown",0062406582,9780062406583,,256        pp,4.40,"4,718",Mar 2019,"Mar 12, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Mar 12, 2020","Mar 12, 2020",,ebook,view,/book/show/35068512-holy-envy
660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Would Be King,"Moore, Wayetu",1555978177,9781555978174,1555978177,312        pp,4.00,"6,894","Sep 11, 2018","Sep 11, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's a good story here that could have been marvelous but instead got obscured by some truly terrible writing. The sentence structure is often confThere's a good story here that could have been marvelous but instead got obscured by some truly terrible writing. The sentence structure is often confusing, there is absolutely no emotional subtlety, and the narrative bucks and jerks like a teenager learning to drive a stick shift. I understand this is a debut novel, so I tried to have a lot of patience, but in the end I was just disappointed and annoyed that this level of writing received so much praise and attention. I hope the author will keep writing, because you can see the potential in her characters and plots, but a strong editor would help next time....more",Notes are private!,0,0,1,not set,"Mar 11, 2020","Mar 11, 2020",,Hardcover,view (with text),/book/show/37941786-she-would-be-king
661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swan Thieves,"Kostova, Elizabeth",1847442404,9781847442406,1847442404,565        pp,3.57,"34,416","Jan 12, 2010","Jan 21, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I might have liked this less if I hadn't read it during a week when I was confined to the couch with illness, but as it was, it was just about right fI might have liked this less if I hadn't read it during a week when I was confined to the couch with illness, but as it was, it was just about right for keeping my attention and not making me think too hard. A story about a painter's obsession, and the psychiatrist who gets wrapped up in it. ...more",Notes are private!,0,0,1,not set,"Feb 25, 2020","Feb 25, 2020",,Hardcover,view (with text),/book/show/5983057-the-swan-thieves
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to a Young Poet,"Rilke, Rainer Maria",0486422453,9780486422459,0486422453,80        pp,4.30,"92,275",1929,"May 08, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I haven't read this in years, and I'm struck again by Rilke's beautiful spirit and intense commitment to his art. Lovely.I haven't read this in years, and I'm struck again by Rilke's beautiful spirit and intense commitment to his art. Lovely....more",Notes are private!,0,0,1,not set,"Feb 25, 2020","Feb 25, 2020",,Paperback,view (with text),/book/show/46199.Letters_to_a_Young_Poet
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcription,"Atkinson, Kate",031617663X,9780316176637,031617663X,343        pp,3.49,"55,722","Sep 06, 2018","Sep 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,18 year old Juliet Armstrong is recruited to help the war effort by being a spy. Just a fun read and a nice escape.,Notes are private!,0,0,1,not set,"Feb 13, 2020","Feb 13, 2020",,Hardcover,view (with text),/book/show/37946414-transcription
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Tell It on the Mountain,"Baldwin, James",0141185910,9780141185910,0141185910,256        pp,4.04,"68,523","May 18, 1953",2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's not a very big book, but what a world of rage and question and struggle it holds. This is the story of John, the 14 yr old son of a Penecostal miIt's not a very big book, but what a world of rage and question and struggle it holds. This is the story of John, the 14 yr old son of a Penecostal minister, and his fight to find himself inside a world saturated with religion, expectation, and racism. I was really overwhelmed by the way Baldwin captured the intense pressure and spirituality of the Pentecostal world - one which is familiar to me from my own childhood, albeit without the added layer of a racially charged culture. Watching John struggle to swim to the surface of it all left me exhausted and impressed with Baldwin's ability to put it on the page. ...more",Notes are private!,0,0,2,not setnot set,"Feb 12, 2020not set","Feb 12, 2020",,Paperback,view (with text),/book/show/17143.Go_Tell_It_on_the_Mountain
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eva Luna,"Allende, Isabel*",0553280589,9780553280586,0553280589,307        pp,4.00,"52,851",1987,"Jun 01, 1989",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a big fan of magical realism and the lush, colorful plots and characters of so much of Latinx fiction. This is one of Allende's first books, I belI'm a big fan of magical realism and the lush, colorful plots and characters of so much of Latinx fiction. This is one of Allende's first books, I believe, and it has the feel of a telenovella. The plots are a little ridiculous, overlapping, and tinged with a feeling of unreality. There was a sexual encounter that I really wish didn't exist (because of the participants) but overall, it was an entertaining read. ...more",Notes are private!,0,0,1,not set,"Feb 06, 2020","Feb 06, 2020",,Mass Market Paperback,view (with text),/book/show/149196.Eva_Luna
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Children Archive,"Luiselli, Valeria",0525520619,,0525520619,385        pp,3.81,"22,840","Feb 12, 2019","Feb 12, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a hard one to rate and . There's a lot of intelligent writing here, and I loved the concept of the road trip to record the ""echoes"" of tThis is a hard one to rate and . There's a lot of intelligent writing here, and I loved the concept of the road trip to record the ""echoes"" of the lost, the search for Apacheria and the exploration of child immigration. Luiselli is a knowledgeable and talented writer. But this book falls into a category I am definitely bored with: highly educated people on their way to divorce. It was hard to like the main female narrator - mainly because she's just so...flat - and although I loved the children's characters, something about them seemed wrong as well. They were sometimes too young and sometimes too old. The first half of the book is pretty slow, but it picks up when the children take over. That is the strongest and most poignant part of the book, imo, and the son's acceptance of the demise of his family is heartbreaking. Somehow, I think he is the only one who cared though. ...more",Notes are private!,0,1,1,not set,"Feb 06, 2020","Feb 06, 2020",,Hardcover,view (with text),/book/show/40245130-lost-children-archive
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Cruel Deception        (Bess Crawford, #11)","Todd, Charles*",0062859862,9780062859860,,336        pp,3.98,"3,994","Oct 22, 2019","Oct 22, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Is it my imagination or did this series used to be better?,Notes are private!,0,0,1,not set,"Jan 25, 2020","Jan 25, 2020",,ebook,view (with text),/book/show/41571059-a-cruel-deception
