,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edward's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
657,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","Greene, Brian",0375708111,9780375708114,0375708111,425        pp,4.09,"97,707","Feb 01, 1999","Feb 29, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's been quite some time since I've read a popular physics book, so I enjoyed the first part of The Elegant Universe, which is a good introduction toIt's been quite some time since I've read a popular physics book, so I enjoyed the first part of The Elegant Universe, which is a good introduction to the core concepts of physics including Relativity and Quantum Mechanics. This was a good refresher and helped to solidify these concepts in my mind, as well as reminding me of a few things I'd forgotten over the years.I enjoyed the rest of the book less, for a number of reasons. Firstly, the science around String and M theories is much less settled, and is more speculative. As a lay person with only very light exposure to developments in the field, it is impossible for me to determine what is accepted science and what is hopeful conjecture. Greene obviously has a dog in this fight, and so I'm not entirely comfortable with taking his opinion as fact. Also, this book was written in 1999, and surely the field has developed significantly since then. So I took the the whole section around String and M theory with a massive grain of salt. And honestly the approach to explanation in this section is not as good as early in the book - he focuses more on his personal involvement and the work of his colleagues, rather than on exploring the underlying concepts in detail. On an aesthetic level, there is something about these theories - actually much of the standard model, especially supersymmetry - that I find unconvincing, and although I accept that the scientific nature of reality does not hinge on aesthetics, it's difficult for me to ignore this personal bias. The theoretical components seem so piecemeal and inelegant, like the model has been squeezed and distorted in order to fit the experimental data, and the result is just a mess, with good predictive but little real explanatory power. It may work mathematically, but it seems strange for such a generally elegant and orderly universe to be based on such arbitrary principles. A good comparison would be with orbital epicycles, which were adequate predictive models, but are messy and inelegant and were eventually replaced by Newton's simpler and far more elegant solution to the problem - Newton's paradigmatic innovation being to consider elliptical orbits rather than circular ones. It seems as though we are at a similar stage with the current state of the Standard Model - inventing patches and workarounds to fit with the experimental data, and waiting for a paradigm shift for the pieces to fall into place. String and M theory go some way toward trying to address this, but even if they were experimentally validated, the model is still not satisfying and it's difficult not to imagine that there is still some deeper understanding that is eluding us....more",Notes are private!,0,3,1,"Apr 13, 2016","Apr 21, 2016","Apr 13, 2016",,Paperback,view (with text),/book/show/771.The_Elegant_Universe
658,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0312424094,9780312424091,0312424094,219        pp,3.81,"53,433","Mar 01, 1980","Nov 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2016",,Paperback,view,/book/show/11741.Housekeeping
659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Austerlitz,"Sebald, W.G.",0375756566,9780375756566,0375756566,298        pp,4.00,"21,976",Nov 2001,"Sep 03, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2016",,Paperback,view,/book/show/427277.Austerlitz
660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autobiography of Red,"Carson, Anne",037570129X,9780375701290,037570129X,160        pp,4.28,"29,410","Mar 31, 1998","Aug 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If this is poetry, then I guess I don't really understandwhat poetry is. If it's not about rhyme, or meter, sound, or the controlled use of precise, fIf this is poetry, then I guess I don't really understandwhat poetry is. If it's not about rhyme, or meter, sound, or the controlled use of precise, flowing, poetic language, then it seems to resemble prose exactly, but with arbitraryline-breaks,which does not preclude it from being a beautiful storyabout heartbreak,and growing up, one that is deeply moving, and filled with powerfulimagery, just that I felt distracted by the form, driven to constantly questionwhy it is written in this way: perhaps in imitation and homage to the original work of Stesichoros,but then why forsake all of the basic elements of poetry, that make it sing, and give it power? ...more",Notes are private!,0,100,1,"Jan 10, 2018","Jan 13, 2018","Apr 12, 2016",,Paperback,view (with text),/book/show/61049.Autobiography_of_Red
661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Native Son,"Wright, Richard",,,,504        pp,4.03,"99,105",1940,"Aug 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2016",,Paperback,view,/book/show/15622.Native_Son
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zorba the Greek,"Kazantzakis, Nikos",0571203132,9780571203130,0571203132,335        pp,4.05,"51,490",1946,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2016",,Paperback,view,/book/show/53639.Zorba_the_Greek
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Quiet on the Western Front,"Remarque, Erich Maria",,,,216        pp,4.07,"459,946",1928,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2016",,Paperback,view,/book/show/8695558-all-quiet-on-the-western-front
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spring Snow        (The Sea of Fertility, #1)","Mishima, Yukio",0099282992,9780099282990,0099282992,389        pp,4.16,"19,089",1967,Nov 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2016",,Paperback,view,/book/show/62793.Spring_Snow
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sailor Who Fell from Grace with the Sea, The","Mishima, Yukio",,,,181        pp,3.85,"40,986","Sep 01, 1963",2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Sailor Who Fell from Grace with the Sea is a very short novel, but it does not feel hurried. It is deeply sensitive, immersive and introspective. The Sailor Who Fell from Grace with the Sea is a very short novel, but it does not feel hurried. It is deeply sensitive, immersive and introspective. The writing is disturbing, filled with subtle metaphors of hidden significance. The novel is an exploration of masculinity, and a coming-to-terms with the varied and often contradictory expectations of manhood. It makes no assertions: the implications of the story and its powerful ending are left for the reader to ponder.I am intrigued by Mishima's life, and the extraordinary circumstances of his death. I hope to return to his writing soon....more",Notes are private!,0,53,1,"Feb 13, 2018","Feb 16, 2018","Apr 12, 2016",,Paperback,view (with text),/book/show/27154943-sailor-who-fell-from-grace-with-the-sea-the
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Counselor: A Screenplay,"McCarthy, Cormac",1447229800,9781447229803,1447229800,160        pp,3.33,"2,117","Sep 12, 2013","Sep 12, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've always enjoyed the dialogue in McCarthy's novels, but stripped of the prose his dramatic works are inevitably crippled. Additionally, reading a sI've always enjoyed the dialogue in McCarthy's novels, but stripped of the prose his dramatic works are inevitably crippled. Additionally, reading a screenplay like The Counselor is not the natural way to absorb it, as so much of the intended artistic content is visual and left in the hands of the director. Regardless of these caveats, I don't think The Counselor is as strong even as McCarthy's other dramatic works. It has a very contemporary feel, it dabbles with modern technology, and it is at times highly sexual - all these feel somehow unnatural and uncomfortable for McCarthy, and there are parts of this screenplay that really don't work, at least on the page (I have yet to see the film). In some ways The Counselor is standard McCarthy, in that you can expect depravity, grotesque violence and the sense of inevitable destruction. But even considering the limitations of the format, there are some real problems with the execution, and the substance and themes do not seem to run as deep as his other works. ...more",Notes are private!,0,24,1,"Nov 04, 2016","Nov 05, 2016","Apr 10, 2016",,Paperback,view (with text),/book/show/18400189-the-counselor
