,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lauren's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
599,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fairy-Tale Detectives        (The Sisters Grimm, #1)","Buckley, Michael",0810959259,9780810959255,0810959259,284        pp,4.04,"54,776","Aug 01, 2005","Oct 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/176327.The_Fairy_Tale_Detectives
600,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Esperanza Rising,"Ryan, Pam Muñoz",043912042X,9780439120425,043912042X,262        pp,4.03,"102,500","Oct 01, 2000","Sep 27, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/89763.Esperanza_Rising
601,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wicked: The Life and Times of the Wicked Witch of the West        (The Wicked Years, #1)","Maguire, Gregory",0060987103,9780060987107,B007CGOP4C,406        pp,3.54,"597,497","Sep 29, 1995",2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/37442.Wicked
602,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Ruins,"Walter, Jess",0061928127,9780061928123,0061928127,337        pp,3.68,"177,403","Jun 12, 2012","Jun 12, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 28, 2015","May 17, 2015","Jan 18, 2015",,Hardcover,view,/book/show/11447921-beautiful-ruins
603,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Indian in the Cupboard        (The Indian in the Cupboard, #1)","Banks, Lynne Reid",0007148984,9780007148981,0007148984,192        pp,3.93,"105,686",1980,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/125404.The_Indian_in_the_Cupboard
604,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Because of Winn-Dixie,"DiCamillo, Kate*",0763616052,9780763616052,0763616052,182        pp,4.09,"257,090","Mar 01, 2000","Aug 06, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/357664.Because_of_Winn_Dixie
605,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Yellow Raft in Blue Water,"Dorris, Michael",0312421850,9780312421854,0312421850,372        pp,3.87,"18,033","Jan 01, 1987","Mar 05, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/17174.A_Yellow_Raft_in_Blue_Water
606,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Water,"Shreve, Anita",0316780375,9780316780377,0316780375,246        pp,3.65,"28,696","Jan 01, 1997","Jan 07, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/228534.The_Weight_of_Water
607,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful Disaster        (Beautiful, #1)","McGuire, Jamie*",,,,432        pp,4.01,"682,772","May 26, 2011","May 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Kindle Edition,view,/book/show/11505797-beautiful-disaster
608,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She’s Come Undone,"Lamb, Wally*",0671021001,9780671021009,B000MZ077O,465        pp,3.91,"346,415","Aug 24, 1992","Jun 28, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Mass Market Paperback,view,/book/show/5203.She_s_Come_Undone
609,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Point of Retreat        (Slammed, #2)","Hoover, Colleen*",,,,230        pp,4.15,"237,434","Feb 25, 2012","Feb 25, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Would give 4.5 stars. Not as good as slammed, but definitely an attention grabbing continuation of Lake and Will's beautiful love story. Would give 4.5 stars. Not as good as slammed, but definitely an attention grabbing continuation of Lake and Will's beautiful love story. ...more",Notes are private!,0,1,1,"Jun 07, 2015","Jun 09, 2015","Jan 18, 2015",,ebook,view (with text),/book/show/13496084-point-of-retreat
610,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Persepolis, Volume 1","Satrapi, Marjane",2844140580,9782844140586,2844140580,76        pp,4.29,"89,520",2000,2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/9522.Persepolis_Volume_1
611,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chasing Vermeer        (Chasing Vermeer, #1)","Balliett, Blue",0439372941,9780439372947,0439372941,254        pp,3.73,"30,468","Jun 01, 2004","Jan 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/444347.Chasing_Vermeer
612,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Letters to Sam: A Grandfather's Lessons on Love, Loss, and the Gifts of Life","Gottlieb, Daniel",1402728832,9781402728839,1402728832,176        pp,4.03,"2,323",2006,"Apr 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/151382.Letters_to_Sam
613,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Weeks With My Brother,"Sparks, Nicholas*",0446694851,9780446694858,B007CIIE92,368        pp,4.03,"46,813","Apr 05, 2004","Jan 01, 1900",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/3465.Three_Weeks_With_My_Brother
614,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Knife of Never Letting Go        (Chaos Walking, #1)","Ness, Patrick",1406310255,9781406310252,1406310255,479        pp,3.97,"193,977","May 05, 2008","May 05, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/2118745.The_Knife_of_Never_Letting_Go
615,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,...I Never Saw Another Butterfly...,"Potok, Chaim",0805210156,9780805210156,0805210156,106        pp,4.36,"2,680",1959,"Mar 15, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/178991._I_Never_Saw_Another_Butterfly_
616,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's Kind of a Funny Story,"Vizzini, Ned",078685197X,9780786851973,078685197X,444        pp,4.08,"251,308","Mar 21, 2006","May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/248704.It_s_Kind_of_a_Funny_Story
617,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mysterious Benedict Society and the Perilous Journey        (The Mysterious Benedict Society, #2)","Stewart, Trenton Lee*",0316057800,9780316057806,0316057800,440        pp,4.21,"55,810","May 01, 2008","May 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/2159225.The_Mysterious_Benedict_Society_and_the_Perilous_Journey
618,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City of Ember        (Book of Ember, #1)","DuPrau, Jeanne",0375822747,9780375822742,0375822747,270        pp,3.89,"281,733","May 13, 2003",2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/307791.The_City_of_Ember
619,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dairy Queen        (Dairy Queen, #1)","Murdock, Catherine Gilbert",0618683070,9780618683079,0618683070,275        pp,3.74,"27,917","May 22, 2006","May 22, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/16178.Dairy_Queen
620,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harriet the Spy,"Fitzhugh, Louise",0440416795,9780440416791,0440416795,300        pp,3.95,"99,430",1964,2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Mass Market Paperback,view,/book/show/232576.Harriet_the_Spy
621,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dinner,"Koch, Herman",0770437850,9780770437855,0770437850,292        pp,3.22,"162,297",2009,"Feb 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2015",,Hardcover,view,/book/show/15797938-the-dinner
622,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild: From Lost to Found on the Pacific Crest Trail,"Strayed, Cheryl*",0307592731,9780307592736,0307592731,315        pp,4.06,"796,806","Mar 20, 2012","Mar 20, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 21, 2015","Feb 04, 2015","Jan 17, 2015",,Hardcover,view,/book/show/12262741-wild
623,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tragedy Paper,"LaBan, Elizabeth*",0375870407,9780375870408,0375870407,312        pp,3.73,"8,786","Jan 08, 2013","Jan 08, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 17, 2015",,Hardcover,view,/book/show/13628178-the-tragedy-paper
624,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Daughter,"Little, Elizabeth*",0670016381,9780670016389,0670016381,364        pp,3.44,"15,548","Jul 31, 2014","Jul 31, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2015",,Hardcover,view,/book/show/18693753-dear-daughter
625,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wit,"Edson, Margaret",0571198775,9780571198771,0571198775,85        pp,4.14,"16,528",1995,"Mar 29, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 15, 2015",,Paperback,view,/book/show/171201.Wit
626,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bridget Jones’s Diary        (Bridget Jones, #1)","Fielding, Helen*",014028009X,9780140280098,,288        pp,3.80,"983,070",1996,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2015",,Hardcover,view,/book/show/227443.Bridget_Jones_s_Diary
627,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vagina Monologues,"Ensler, Eve",1860499260,9781860499265,1860499260,185        pp,3.87,"36,595",1996,"May 03, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2015",,Paperback,view,/book/show/104734.The_Vagina_Monologues
628,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Millennium Approaches        (Angels in America, #1)","Kushner, Tony",1559360615,9781559360616,1559360615,119        pp,4.27,"23,784","Feb 13, 1992","May 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 15, 2015",,Paperback,view,/book/show/92250.Millennium_Approaches
629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scarlet Letter,"Hawthorne, Nathaniel",0142437263,9780142437261,0142437263,279        pp,3.43,"865,276","Mar 16, 1850","Dec 31, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 15, 2015",,Paperback,view,/book/show/12296.The_Scarlet_Letter
630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Never Never: Part Two        (Never Never, #2)","Hoover, Colleen*",1311051155,9781311051158,,158        pp,3.96,"63,854","May 17, 2015","May 17, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,God damn does there really have to be another sequel??? I really wish these books would stop ending on such cliffhangers I just wanna know what happenGod damn does there really have to be another sequel??? I really wish these books would stop ending on such cliffhangers I just wanna know what happened to Charlie and Silas!...more,Notes are private!,0,1,1,"Aug 08, 2015","Aug 08, 2015","Jan 15, 2015",,ebook,view (with text),/book/show/24422492-never-never
631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Evolution of Mara Dyer        (Mara Dyer, #2)","Hodkin, Michelle*",,,B007EDOSKY,545        pp,4.25,"98,591","Oct 23, 2012","Oct 23, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2015",,Kindle Edition,view,/book/show/13643567-the-evolution-of-mara-dyer
632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Night        (The Night Trilogy, #1)","Wiesel, Elie",,,,120        pp,4.37,"1,244,803",1956,"Jan 16, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 13, 2015",,Paperback,view,/book/show/1617.Night
633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Their Eyes Were Watching God,"Hurston, Zora Neale",0061120065,9780061120060,0061120065,238        pp,3.98,"347,191",1937,"May 30, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 13, 2015",,Paperback,view,/book/show/37415.Their_Eyes_Were_Watching_God
634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat’s Cradle,"Vonnegut, Kurt, Jr.",0140285601,9780140285604,0140285601,179        pp,4.16,"402,911",1963,1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 12, 2015","Jan 12, 2015","Jan 12, 2015",,Paperback,view,/book/show/135479.Cat_s_Cradle
