,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Romina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La scelta,"Sparks, Nicholas*",8888320016,9788888320014,8888320016,320        pp,4.01,"184,035","Sep 30, 2007",2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 31, 2008","Oct 21, 2012",,Hardcover,view,/book/show/9666704-la-scelta
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I passi dell'amore,"Sparks, Nicholas*",887684578X,9788876845789,887684578X,229        pp,4.20,"804,823","Oct 01, 1999",1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 08, 2008","Oct 21, 2012",,Paperback,view,/book/show/12608373-i-passi-dell-amore
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I ponti di Madison County,"Waller, Robert James",8876842632,9788876842634,8876842632,174        pp,3.69,"97,107","Apr 13, 1992",Aug 1993,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 30, 2000","Oct 21, 2012",,Hardcover,view,/book/show/10498499-i-ponti-di-madison-county
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1Q84 Libro 3: Ottobre-Dicembre,"Murakami, Haruki",8806208292,9788806208295,8806208292,400        pp,3.92,"42,122",2010,"Oct 16, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ci sono amori che devono attraversare universi per incontrarsi. Ci sono amori che devono superare ostacoli, difficoltà, avversari, enigmi. Amori che dCi sono amori che devono attraversare universi per incontrarsi. Ci sono amori che devono superare ostacoli, difficoltà, avversari, enigmi. Amori che devono, soprattutto, vincere le paure interiori- inquietanti e terribili come piccole creature che albergano dentro di noi- per poter creare a propria volta un mondo in cui non ci sia più la paura, un mondo nuovo in cui essere al sicuro in due. Come dare torto a queste parole. Quanto ho amato e sperato che l'amore tra Tengo e Aomame trionfasse, quante emozioni mi hanno dato. Ammetto che la conclusione del romanzo non ha deluso le mie aspettative; mi sono lasciata trasportare nei vari mondi surreali che Murakami ha creato. Aomame e Tengo ti entrano dentro, anzi sei tu che entri dentro di loro vivendo le stesse difficoltà, le stesse paure e il loro amore. È una magia dalla prima all'ultima delle 1000 pagine che leggi. Non importa se a tutte le domande, viene data una risposta, perché in fondo 1Q84, la Q, non è altro che la Q del QUESTION MARK; Semplicemente il punto interrogativo. Alcuni interrogativi rimangono, ma è proprio questa la magia del ""PAESE DEI GATTI"". Metti una tigre nel motore, diceva la tigre della esso, offrendole il profilo sinistro. Ma non era una questione di profili, andava bene lo stesso. Il sorriso spontaneo e caloroso della tigre si rivolgeva davanti a lei. -""Crederò a quel sorriso"" si disse Aomame. ""- È importante,"" ...more",Notes are private!,0,4,1,"Oct 20, 2012","Oct 21, 2012","Oct 20, 2012",,Hardcover,view (with text),/book/show/16088427-1q84-libro-3
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Geisha,"Golden, Arthur",0739326228,9780739326220,0739326228,434        pp,4.15,"2,000,927",1997,"Nov 15, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2012",,Hardcover,view,/book/show/930.Memoirs_of_a_Geisha
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La lista di Schindler,"Keneally, Thomas",886061550X,9788860615503,886061550X,385        pp,4.34,"160,234","Oct 18, 1982",2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2012",,Paperback,view,/book/show/10429199-la-lista-di-schindler
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il buio oltre la siepe,"Lee, Harper",880780459X,9788807804595,880780459X,314        pp,4.26,"6,122,988","Jul 11, 1960",1982,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"È un libro che sicuramente va letto.Ambientato negli anni 30, negli Stati Uniti.Tratta argomenti forti e seri come il razzismo, i pregiudizi e la discÈ un libro che sicuramente va letto.Ambientato negli anni 30, negli Stati Uniti.Tratta argomenti forti e seri come il razzismo, i pregiudizi e la discriminazione razziale, purtroppo ancora presenti nella nostra società.I personaggi ti catturano e ti affascinano facendoti riflettere per le diverse sfumature di comportamento e di carattere.Troviamo ad esempio la sign. Caroline Fish, insegnante di Scout, che pur odiando Hitler, non crede nell'uguaglianza tra i bianchi e i neri, Bob Ewell che sostiene la segregazione razziale e invece come la famiglia di Atticus insieme ai suoi figli Jem e Scout, lotta e combatté contro questi pregiudizi, infine il povero Tom Robinson, giovane uomo di colore, accusato ingiustamente di violenza viene processato a morte, pur essendo innocente. Viene anche trattato il tema del diverso. Della paura del diverso rappresentato da Bob Radley.Devo però, essere sincera e obiettiva ho fatto molto fatica a finire di leggerlo.La prima parte troppo lenta con descrizioni lunghe e ""noiose"", si riscatta nella seconda parte con un finale decisamente migliore....more",Notes are private!,0,0,1,not set,not set,"Sep 20, 2012",,Paperback,view (with text),/book/show/3399740-il-buio-oltre-la-siepe
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amabili resti,"Sebold, Alice",887641908X,9788876419089,887641908X,345        pp,3.85,"2,353,192","Jul 03, 2002","May 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ho divorato in pochissimo tempo,3giorni, questo meraviglioso libro.Riesci ad entrare in maniera forte e coinvolgente nel dramma, nella situazione.ViviHo divorato in pochissimo tempo,3giorni, questo meraviglioso libro.Riesci ad entrare in maniera forte e coinvolgente nel dramma, nella situazione.Vivi e vedi insieme a Susie, gli avvenimenti dolorosi dche accadono a lei e in seguito alla sua famiglia.È drammatico assistere alla descrizione della vita che va avanti e al modo in cui lei la perde.Straziante è vedere i suoi cari affrontare,ognunoin maniera diversa, la sua perdita.Susie riesce a vegliare e sorreggere la sua famiglia quando la vede andare a pezzi.È piacevole, credere e immaginare che quel ""Luogo di Mezzo"" o il Proprio Cielo""esiste veramente. Mi piace crederlo come lo racconta Susie!Tutti dovrebbero leggere questo romanzo, lascia una quantità di emozioni e riflessioni.Sicuramente è un libro duro, malinconico ma poetico ed intenso.Ti rapisce dalla prima all'ultima pagina....more",Notes are private!,0,5,1,not set,not set,"Sep 14, 2012",,Paperback,view (with text),/book/show/11396785-amabili-resti
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Con te fino alla fine del mondo,"Barreau, Nicolas",8807019140,9788807019142,8807019140,185        pp,3.38,"1,666",2008,2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Per come ho vissuto questo libro, avrei preferito un altro finale, a parer mio sarebbe stato più romantico.Mi è piaciuto perché leggero, frizzante, roPer come ho vissuto questo libro, avrei preferito un altro finale, a parer mio sarebbe stato più romantico.Mi è piaciuto perché leggero, frizzante, romantico e in alcune parti poetico.( le loro lettere).Non è un capolavoro della letteratura, ma come storia d'amore la trovo affascinante e niente male!...more",Notes are private!,0,0,1,not set,not set,"Sep 14, 2012",,Paperback,view (with text),/book/show/15991746-con-te-fino-alla-fine-del-mondo
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le braci,"Márai, Sándor",8845913732,9788845913730,8845913732,181        pp,3.99,"33,644",1942,"Aug 06, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2012",,Paperback,view,/book/show/3996061-le-braci
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mille splendidi soli,"Hosseini, Khaled*",8838487030,9788838487033,8838487030,432        pp,4.43,"1,529,522",May 2007,"May 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2012",,Paperback,view,/book/show/3870674-mille-splendidi-soli
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il dolore perfetto,"Riccarelli, Ugo",8804537612,9788804537618,8804537612,336        pp,3.86,589,2004,Dec 2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2012",,Paperback,view,/book/show/2817960-il-dolore-perfetto
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un amore,"Buzzati, Dino",8804555149,9788804555148,8804555149,262        pp,3.84,"5,613",Mar 1963,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Libro che mi ha coinvolto piano piano; colpisce però per l'amore che Dorigo prova per Laide,( ballerina dalla doppia vita), tanto da non pensare solo Libro che mi ha coinvolto piano piano; colpisce però per l'amore che Dorigo prova per Laide,( ballerina dalla doppia vita), tanto da non pensare solo che a lei.Ama questa donna con tutta l'anima a tal punto da distruggersi e perdere il rispetto di se stesso, pone però, senza capirlo delle barriere tra il suo mondo borghese e quello della sua amata Laide.Una storia d'amore frustrante e ossessiva.   ...more",Notes are private!,0,4,1,not set,not set,"Sep 09, 2012",,Paperback,view (with text),/book/show/6322018-un-amore
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La pioggia prima che cada,"Coe, Jonathan*",8807721074,9788807721076,8807721074,222        pp,3.69,"6,839",2007,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/9642170-la-pioggia-prima-che-cada
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Per voce sola,"Tamaro, Susanna",8885987702,9788885987708,8885987702,167        pp,3.48,813,1991,"Feb 29, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/7889478-per-voce-sola
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Va' dove ti porta il cuore,"Tamaro, Susanna",8880891839,9788880891833,8880891839,165        pp,3.67,"17,533",1994,"Jan 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/959626.Va_dove_ti_porta_il_cuore
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cime tempestose,"Brontë, Emily",8804477733,9788804477730,8804477733,407        pp,3.89,"1,805,386",Dec 1847,"Oct 01, 1986",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/3847915-cime-tempestose
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il linguaggio segreto dei fiori,"Diffenbaugh, Vanessa*",881168661X,9788811686613,881168661X,359        pp,4.09,"221,657","Aug 23, 2011","Jan 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Hardcover,view,/book/show/11325750-il-linguaggio-segreto-dei-fiori
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La bambina che salvava i libri,"Zusak, Markus*",8876849432,9788876849435,8876849432,563        pp,4.39,"2,557,450","Sep 01, 2005","Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/10783858-la-bambina-che-salvava-i-libri
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane Eyre,"Brontë, Charlotte",880976319X,9788809763197,880976319X,717        pp,4.15,"2,094,530","Oct 16, 1847","Sep 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/12350982-jane-eyre
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A letto con Maggie,"Weiner, Jennifer*",8838483345,9788838483349,8838483345,464        pp,3.82,"217,602","Sep 01, 2002",Oct 2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/10393853-a-letto-con-maggie
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Vergine azzurra,"Chevalier, Tracy*",8873059996,9788873059998,8873059996,320        pp,3.67,"32,754",1997,"Jan 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/3926946-la-vergine-azzurra
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brava a letto,"Weiner, Jennifer*",8838488568,9788838488566,8838488568,432        pp,3.75,"305,597","Apr 02, 2002","Mar 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/6298547-brava-a-letto
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ragazza con l'orecchino di perla,"Chevalier, Tracy*",8873057705,9788873057703,8873057705,237        pp,3.93,"736,625",1999,"Dec 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/1668732.La_ragazza_con_l_orecchino_di_perla
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penelope alla guerra,"Fallaci, Oriana",8817150134,9788817150132,8817150134,320        pp,3.68,"1,576",1962,1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/176034.Penelope_alla_guerra
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Niente e così sia,"Fallaci, Oriana",8817150126,9788817150125,8817150126,354        pp,4.25,"2,551",1969,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2012",,Paperback,view,/book/show/176036.Niente_e_cos_sia
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"P.S. I Love You        (P.S. I Love You, #1)","Ahern, Cecelia",0786890754,9780786890750,0786890754,501        pp,4.03,"381,168","Feb 03, 2004","Dec 29, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2012",,Paperback,view,/book/show/366522.P_S_I_Love_You
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elegance of the Hedgehog,"Barbery, Muriel",1933372605,9781933372600,1933372605,325        pp,3.80,"184,438",Aug 2006,"Sep 02, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2012",,Paperback,view,/book/show/2967752-the-elegance-of-the-hedgehog
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1Q84. Libro 1 e 2: aprile-settembre,"Murakami, Haruki",8806203797,9788806203795,8806203797,722        pp,4.09,"24,439","May 29, 2009","Nov 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"È un romanzo di autentica saggezza e profondità emotiva.Murakami riesce a trasportarti in mondi surreali e fantastici.Magico dalla prima all'ultima paÈ un romanzo di autentica saggezza e profondità emotiva.Murakami riesce a trasportarti in mondi surreali e fantastici.Magico dalla prima all'ultima pagina, tanto da non riuscire a smettere di leggerlo.I personaggi ti entrano dentro e non ti lasciano, riesci a vederli, a toccarli, a provare le loro stesse emozioni.Non puoi rimanere indifferente alla loro vita, alla loro solitudine e alle loro paure.Ami Tengo da subito per la sua semplicità, per la sua metodicità e per le sue angosce; così come non condanni Aomame, ma ne ammiri il coraggio, la freddezza e il suo essere forte, per poi scoprirla una fonte di luce, una donna fragile, sola, piena d'amore.Di Fukaeri, ne sono rimasta toccata , in alcuni tratti la sua ambiguità e la sua freddezza mi ha stupita.Le sue poche parole dette sempre al momento giusto e il suo modo di essere così semplice, dolce e indifesa, me l'ha fatta amare da subito.È un trasporto unico è come fossi entrata anche io a far parte del magico mondo del 1Q84...more",Notes are private!,0,3,1,not set,"Sep 04, 2012","Aug 27, 2012",,Hardcover,view (with text),/book/show/13006140-1q84-libro-1-e-2
