,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone with the Wind,"Mitchell, Margaret",,,0446675539,"1,037        pp",4.31,"1,207,874","Jun 30, 1936","Apr 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2020",,Mass Market Paperback,view,/book/show/18405.Gone_with_the_Wind
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body: A Guide for Occupants,"Bryson, Bill",0385539304,9780385539302,0385539304,450        pp,4.32,"82,636","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2020",,Hardcover,view,/book/show/43582376-the-body
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Edward,"Napolitano, Ann*",198485478X,9781984854780,198485478X,340        pp,4.08,"179,433","Jan 06, 2020","Jan 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2020",,Hardcover,view,/book/show/45294613-dear-edward
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Forsyte Saga        (The Forsyte Chronicles, #1-3)","Galsworthy, John",0192838628,9780192838629,0192838628,872        pp,4.18,"19,988",1921,"May 13, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2020",,Paperback,view,/book/show/103159.The_Forsyte_Saga
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rūstybės kekės,"Steinbeck, John",,,,630        pp,4.01,"906,489","Apr 14, 1939",1947,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2020",,Hardcover,view,/book/show/40913629-r-styb-s-kek-s
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",,,B0064CPN7I,194        pp,3.97,"2,417,107","Oct 19, 1953","Dec 06, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,"Jan 17, 2021","Jan 24, 2021","Oct 30, 2020",,Kindle Edition,view,/book/show/13079982-fahrenheit-451
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rožės        (Rožės, #2)","Meacham, Leila",,9786090306604,,608        pp,4.08,"17,345","Jan 06, 2010","Oct 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 29, 2020",,Hardcover,view,/book/show/55815617-ro-s
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Life,"Shalev, Zeruya",1841951846,9781841951843,1841951846,292        pp,3.68,"1,722",1997,"Nov 28, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Viskas ką sužinojau, tai, kad žmogus laimingas būna, todėl, kad nusprendė būti laimingu o ne todėl, kad gyvenimas jam suteikė ypatingų nuolaidų.",Notes are private!,0,1,1,"Nov 02, 2020","Nov 13, 2020","Oct 29, 2020",,Paperback,view (with text),/book/show/3511083-love-life
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Politologija,"Vitkus, Gediminas",9955476036,,,287        pp,3.60,5,unknown,2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 24, 2020","Oct 31, 2020","Oct 24, 2020",,Hardcover,view,/book/show/55725516-politologija
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mano vyro žmona,"Corry, Jane*",,9789955138136,,496        pp,3.54,"46,564","May 26, 2016","Apr 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2020",,Hardcover,view,/book/show/44643472-mano-vyro-mona
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vienuolikta stotis,"Mandel, Emily St. John*",9986399114,9789986399117,,424        pp,4.07,"517,950","Aug 26, 2014",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2020",,Hardcover,view,/book/show/32728553-vienuolikta-stotis
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plauk su skęstančiais,"Mytting, Lars",,9786090128978,,416        pp,4.09,"9,868","Sep 26, 2014",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2020",,Hardcover,view,/book/show/36297840-plauk-su-sk-stan-iais
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Guns, Germs, and Steel: The Fates of Human Societies","Diamond, Jared",0739467352,9780739467350,0739467352,498        pp,4.04,"410,516","May 09, 1997",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2020",,Paperback,view,/book/show/1842.Guns_Germs_and_Steel
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giver of Stars,"Moyes, Jojo*",0399562486,9780399562488,0399562486,390        pp,4.29,"422,869","Oct 03, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2020",,Hardcover,view,/book/show/43925876-the-giver-of-stars
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,486,865","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2020",,Hardcover,view,/book/show/40597810-daisy-jones-the-six
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raupsuotoji. II DALIS,"Mniszkówna, Helena",,9789955383697,,320        pp,4.20,176,1909,Oct 2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 11, 2020","Oct 17, 2020","Oct 03, 2020",,Hardcover,view,/book/show/17407475-raupsuotoji-ii-dalis
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raupsuotoji. I DALIS,"Mniszkówna, Helena",,9789955383673,,304        pp,4.07,206,1909,Oct 2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 03, 2020","Oct 11, 2020","Oct 03, 2020",,Hardcover,view,/book/show/17407469-raupsuotoji-i-dalis
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dykumų gėlė,"Dirie, Waris",,9786090103067,6090103063,252        pp,4.21,"34,577","Aug 19, 1998",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 18, 2020","Oct 24, 2020","Sep 30, 2020",,Hardcover,view,/book/show/48754249-dykum-g-l
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pokalbis su dukra apie ekonomiką: trumpa kapitalizmo istorija,"Varoufakis, Yanis",,9786094273971,,200        pp,4.12,"17,291",2013,2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 21, 2020","Sep 25, 2020","Sep 11, 2020",,Hardcover,view,/book/show/48844853-pokalbis-su-dukra-apie-ekonomik
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paskutinė vasara mieste,"Calligarich, Gianfranco",,9786094793615,,208        pp,3.67,"6,173",1970,2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Esame tokie, kokie esame, ne dėl tų žmonių , kuriuos sutikome o dėl tu kuriuos palikome.",Notes are private!,0,14,2,"Sep 15, 2020Sep 15, 2020","Sep 20, 2020Sep 20, 2020","Aug 31, 2020",,Hardcover,view (with text),/book/show/55098764-paskutin-vasara-mieste
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amerikos purvas,"Cummins, Jeanine*",,9786094801723,,520        pp,4.37,"571,526","Jan 21, 2020",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2020",,Hardcover,view,/book/show/54775883-amerikos-purvas
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive        (Mental Mastery, #1)","Horsley, Kevin",1631619853,9781631619854,B00I3QS1XQ,126        pp,4.01,"21,401","Jan 26, 2014","Jan 26, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 21, 2020","Aug 23, 2020","Aug 21, 2020",,Kindle Edition,view,/book/show/20958539-unlimited-memory
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebeca,"du Maurier, Daphne",8440200587,9788440200587,8440200587,288        pp,4.24,"628,888",Aug 1938,"Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2020",,Hardcover,view,/book/show/2420024.Rebeca
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brokeback Mountain,"Proulx, Annie",0743271327,9780743271325,0743271327,55        pp,3.99,"44,259","Oct 13, 1997","Dec 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2020",,Paperback,view,/book/show/1627.Brokeback_Mountain
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sleepless in Manhattan        (From Manhattan with Love, #1)","Morgan, Sarah*",0373789157,9780373789153,0373789157,464        pp,3.81,"11,538","May 31, 2016","May 31, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2020",,Mass Market Paperback,view,/book/show/27190170-sleepless-in-manhattan
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Egzorcistas,"Blatty, William Peter",,,,365        pp,4.20,"234,529",May 1971,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2020",,Hardcover,view,/book/show/17286205-egzorcistas
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amerikos psichopatas,"Ellis, Bret Easton",6094270274,9786094270277,6094270274,394        pp,3.81,"314,067","Mar 06, 1991",2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Aug 10, 2020Aug 10, 2020","Aug 20, 2020Aug 20, 2020","Aug 03, 2020",,Paperback,view,/book/show/19000583-amerikos-psichopatas
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Идиот,"Dostoevsky, Fyodor",5389047303,9785389047303,5389047303,640        pp,4.21,"182,677",1869,2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 26, 2020","Aug 10, 2020","Jul 24, 2020",,Hardcover,view,/book/show/341521._
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Renesanso išmintis,Anonymous,6090401315,9786090401316,6090401315,256        pp,3.20,5,2017,2017,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 23, 2020","Jul 24, 2020","Jul 23, 2020",,Hardcover,view,/book/show/34818071-renesanso-i-mintis
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Itin jautrus asmuo: kaip gyvuoti, kai pasaulis tave stelbia","Aron, Elaine N.",,9786094441707,,352        pp,3.85,"49,272","Jun 02, 1997",2015,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 12, 2020",,Paperback,view,/book/show/28178252-itin-jautrus-asmuo
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,305","Jun 13, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 12, 2020",,Hardcover,view,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Krucifiksas        (Robertas Hunteris, #1)","Carter, Chris",,9789955138051,,384        pp,4.28,"29,511","Aug 01, 2009",Jan 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Apr 20, 2020",,Hardcover,view,/book/show/43884831-krucifiksas
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Čempionų pusryčiai,"Vonnegut, Kurt, Jr.",9955640146,9789955640141,9955640146,272        pp,4.07,"260,549","Jul 12, 1973",2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 19, 2020",,Hardcover,view,/book/show/13503528-empion-pusry-iai
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Quiet on the Western Front,"Remarque, Erich Maria",0449213943,9780449213940,B00EJ3APSG,296        pp,4.07,"459,985",1928,"Jan 01, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When him opened it, his face looked calm, there was such a feeling that, he was satisfied, that it had happened",Notes are private!,0,2,1,May 2020,"May 06, 2020","Apr 16, 2020",,Mass Market Paperback,view (with text),/book/show/355697.All_Quiet_on_the_Western_Front
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Orphan X        (Orphan X, #1)","Hurwitz, Gregg Andrew*",,,,367        pp,4.14,"48,197","Jan 19, 2016","Jan 19, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 25, 2020",,Kindle Edition,view,/book/show/40874079-orphan-x
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You        (You, #1)","Kepnes, Caroline*",1501195433,9781501195433,1501195433,464        pp,3.96,"246,586","Sep 25, 2014","Aug 28, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 15, 2020","Apr 21, 2020","Mar 21, 2020",,Paperback,view,/book/show/36430011-you
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call Me By Your Name        (Call Me By Your Name, #1)","Aciman, André*",1786495252,9781786495259,1786495252,248        pp,4.11,"493,008","Jan 23, 2007","Sep 21, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So maybe later...,Notes are private!,0,3,1,"Mar 22, 2020","Mar 23, 2020","Mar 21, 2020",,Paperback,view (with text),/book/show/36336078-call-me-by-your-name
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Watching You,"Driscoll, Teresa*",1543617662,9781543617665,1543617662,9        pp,3.99,"163,050","Oct 01, 2017","Oct 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 15, 2020","Mar 19, 2020","Mar 13, 2020",,Audio CD,view,/book/show/34879754-i-am-watching-you
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laimingi žmonės skaito ir geria kavą,"Martin-Lugand, Agnès",9955239131,9789955239130,9955239131,192        pp,3.44,"23,438",Mar 2013,2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 22, 2020",,Hardcover,view,/book/show/33537174-laimingi-mon-s-skaito-ir-geria-kav
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ice Cold        (Rizzoli & Isles, #8)","Gerritsen, Tess*",034551548X,9780345515483,034551548X,322        pp,4.18,"47,884",2010,"Jun 29, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 22, 2020",,Hardcover,view,/book/show/7202831-ice-cold
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women & Power: A Manifesto,"Beard, Mary",1631494759,9781631494758,1631494759,115        pp,4.03,"34,488","Nov 02, 2017","Dec 12, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 22, 2020",,Hardcover,view,/book/show/36525023-women-power
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unveiling the Bridesmaid        (The Life Swap #2),"Gilmore, Jessica*",0373744013,9780373744015,0373744013,256        pp,3.74,46,"Sep 06, 2016","Sep 06, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 22, 2020",,Mass Market Paperback,view,/book/show/29502808-unveiling-the-bridesmaid
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Boss's Castle        (The Life Swap #1),"Gilmore, Jessica*",0373743858,9780373743858,0373743858,256        pp,3.88,57,"May 10, 2016","May 10, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 22, 2020",,Paperback,view,/book/show/27834957-in-the-boss-s-castle
